localid,Language,collection,label,description ,definition,status
101,it,morfo_st,101,ripiani di bassa montagna a bassa pendenza con drenaggio subdendritico,ripiani di bassa montagna a bassa pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
102,it,morfo_st,102,ripiani di media quota,ripiani di media quota,https://inspire.ec.europa.eu/registry/status/valid
103,it,morfo_st,103,ripiani e basse colline a bassa  pendenza con drenaggio subparallelo,ripiani e basse colline a bassa  pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
104,it,morfo_st,104,ripiani e forme di aggradazione a bassa pendenza con rilievi collinari isolati a media pendenza,ripiani e forme di aggradazione a bassa pendenza con rilievi collinari isolati a media pendenza,https://inspire.ec.europa.eu/registry/status/valid
105,it,morfo_st,105,ripiani e versanti a bassa pendenza con drenaggio scarsamente evoluto,ripiani e versanti a bassa pendenza con drenaggio scarsamente evoluto,https://inspire.ec.europa.eu/registry/status/valid
106,it,morfo_st,106,ripiani ed altopiani di media e alta collina e di bassa montagna con drenaggio rettangolare poco espresso,ripiani ed altopiani di media e alta collina e di bassa montagna con drenaggio rettangolare poco espresso,https://inspire.ec.europa.eu/registry/status/valid
107,it,morfo_st,107,rilievi di bassa montagna ad alta pendenza con drenaggio angolato,rilievi di bassa montagna ad alta pendenza con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
108,it,morfo_st,108,superfici alluvionali terrazzate,superfici alluvionali terrazzate,https://inspire.ec.europa.eu/registry/status/valid
109,it,morfo_st,109,superfici strutturali sostenute da depositi vulcanici,superfici strutturali sostenute da depositi vulcanici,https://inspire.ec.europa.eu/registry/status/valid
11,it,morfo_st,11,bassa e media collina e terrazzi sommitali incisi con drenaggio da subdendritico a subparallelo,bassa e media collina e terrazzi sommitali incisi con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
110,it,morfo_st,110,terrazzi alluvionali,terrazzi alluvionali,https://inspire.ec.europa.eu/registry/status/valid
111,it,morfo_st,111,terrazzi e ripiani,terrazzi e ripiani,https://inspire.ec.europa.eu/registry/status/valid
112,it,morfo_st,112,terrazzi incisi e ripiani,terrazzi incisi e ripiani,https://inspire.ec.europa.eu/registry/status/valid
113,it,morfo_st,113,terrazzi marini incisi con drenaggio parallelo,terrazzi marini incisi con drenaggio parallelo,https://inspire.ec.europa.eu/registry/status/valid
114,it,morfo_st,114,terrazzi marini e piana costiera,terrazzi marini e piana costiera,https://inspire.ec.europa.eu/registry/status/valid
115,it,morfo_st,115,terrazzi marini incisi,terrazzi marini incisi,https://inspire.ec.europa.eu/registry/status/valid
116,it,morfo_st,116,terrazzi marini debolmente incisi and coastal planes con cordoni dunali,terrazzi marini debolmente incisi and coastal planes con cordoni dunali,https://inspire.ec.europa.eu/registry/status/valid
117,it,morfo_st,117,terrazzi marini incisi and coastal planes,terrazzi marini incisi and coastal planes,https://inspire.ec.europa.eu/registry/status/valid
118,it,morfo_st,118,"fondovalle alluvionale con conoidi e falde di detrito a media pendenza e media e alta quota, con tracce di glacializzazione","fondovalle alluvionale con conoidi e falde di detrito a media pendenza e media e alta quota, con tracce di glacializzazione",https://inspire.ec.europa.eu/registry/status/valid
119,it,morfo_st,119,terrazzi strutturali con incisioni e drenaggio subparallelo,terrazzi strutturali con incisioni e drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
12,it,morfo_st,12,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio da subdendritico a subparallelo,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
120,it,morfo_st,120,"terrazzi, forme di aggradazione a bassa pendenza con drenaggio subparallelo","terrazzi, forme di aggradazione a bassa pendenza con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
121,it,morfo_st,121,"terrazzi, forme di aggradazione a bassa pendenza e basse colline con drenaggio subparallelo","terrazzi, forme di aggradazione a bassa pendenza e basse colline con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
122,it,morfo_st,122,rilievi di alta collina e bassa montagna ad alta pendenza con tracce di glacializzazione e drenaggio angolato,rilievi di alta collina e bassa montagna ad alta pendenza con tracce di glacializzazione e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
123,it,morfo_st,123,versanti di apparato vulcanico a bassa/media pendenza,versanti di apparato vulcanico a bassa/media pendenza,https://inspire.ec.europa.eu/registry/status/valid
124,it,morfo_st,124,versanti di apparato vulcanico prossimali al cratere a media/alta pendenza,versanti di apparato vulcanico prossimali al cratere a media/alta pendenza,https://inspire.ec.europa.eu/registry/status/valid
125,it,morfo_st,125,versanti di apparato vulcanico prossimali alla caldera a media pendenza con drenaggio centrifugo,versanti di apparato vulcanico prossimali alla caldera a media pendenza con drenaggio centrifugo,https://inspire.ec.europa.eu/registry/status/valid
126,it,morfo_st,126,rilievi di bassa e alta montagna ad alta pendenza  con drenaggio subparallelo o angolato,rilievi di bassa e alta montagna ad alta pendenza  con drenaggio subparallelo o angolato,https://inspire.ec.europa.eu/registry/status/valid
127,it,morfo_st,127,"fondivalle, terrazzi e forme di aggradazione a media pendenza con drenaggio subparallelo","fondivalle, terrazzi e forme di aggradazione a media pendenza con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
128,it,morfo_st,128,terrazzi fluvioglaciali con scarpate erosive e drenaggio subparallelo e incisioni a v,terrazzi fluvioglaciali con scarpate erosive e drenaggio subparallelo e incisioni a v,https://inspire.ec.europa.eu/registry/status/valid
129,it,morfo_st,129,conoidi fluvioglaciali a debole convessità con drenaggio a canali anastomizzati,conoidi fluvioglaciali a debole convessità con drenaggio a canali anastomizzati,https://inspire.ec.europa.eu/registry/status/valid
13,it,morfo_st,13,"basse colline e forme di aggradazione (terrazzi, conoidi, etc.) con drenaggio da subparallelo a subdendritico a bassa pendenza","basse colline e forme di aggradazione (terrazzi, conoidi, etc.) con drenaggio da subparallelo a subdendritico a bassa pendenza",https://inspire.ec.europa.eu/registry/status/valid
130,it,morfo_st,130,rilievi di bassa montagna ad alta pendenza con drenaggio parallelo,rilievi di bassa montagna ad alta pendenza con drenaggio parallelo,https://inspire.ec.europa.eu/registry/status/valid
131,it,morfo_st,131,piana fluviale e/o fluvioglaciale a valle della linea delle risorgive con drenaggio meandriforme,piana fluviale e/o fluvioglaciale a valle della linea delle risorgive con drenaggio meandriforme,https://inspire.ec.europa.eu/registry/status/valid
132,it,morfo_st,132,piana fluviale indifferenziata con evidenza di paleoalvei con drenaggio meandriforme,piana fluviale indifferenziata con evidenza di paleoalvei con drenaggio meandriforme,https://inspire.ec.europa.eu/registry/status/valid
133,it,morfo_st,133,valli fluviali terrazzate incise nelle pianure fluviali e alvei drenanti con drenaggio a canali anastomizzati e meandriforme,valli fluviali terrazzate incise nelle pianure fluviali e alvei drenanti con drenaggio a canali anastomizzati e meandriforme,https://inspire.ec.europa.eu/registry/status/valid
134,it,morfo_st,134,piana alluvionale parzialmente incisa nella pianura e con locali terrazzamenti e alvei drenanti con drenaggio meandriforme,piana alluvionale parzialmente incisa nella pianura e con locali terrazzamenti e alvei drenanti con drenaggio meandriforme,https://inspire.ec.europa.eu/registry/status/valid
135,it,morfo_st,135,rilievi di media e alta collina a media ed alta pendenza con drenaggio da subdendritico a subparallelo,rilievi di media e alta collina a media ed alta pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
136,it,morfo_st,136,"rilevi di bassa e alta montagna ad alta pendenza e bassa montagna a pendenza media, con drenaggio subparallelo","rilevi di bassa e alta montagna ad alta pendenza e bassa montagna a pendenza media, con drenaggio subparallelo",https://inspire.ec.europa.eu/registry/status/valid
137,it,morfo_st,137,apparati deltizi e forme di deposito marino con drenaggio artificiale rettificato e di bonifica,apparati deltizi e forme di deposito marino con drenaggio artificiale rettificato e di bonifica,https://inspire.ec.europa.eu/registry/status/valid
138,it,morfo_st,138,piana alluvionale con alvei pensili con drenaggio da rettilineo a meandriforme,piana alluvionale con alvei pensili con drenaggio da rettilineo a meandriforme,https://inspire.ec.europa.eu/registry/status/valid
139,it,morfo_st,139,piana alluvionale con alvei pensili con drenaggio rettilineo,piana alluvionale con alvei pensili con drenaggio rettilineo,https://inspire.ec.europa.eu/registry/status/valid
14,it,morfo_st,14,rilievi di media e alta collina a media pendenza con drenaggio angolato,rilievi di media e alta collina a media pendenza con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
140,it,morfo_st,140,"terrazzi rilevati sulla pianura, basculati in direzione s_n con drenaggio subparallelo ed incisioni a v","terrazzi rilevati sulla pianura, basculati in direzione s_n con drenaggio subparallelo ed incisioni a v",https://inspire.ec.europa.eu/registry/status/valid
141,it,morfo_st,141,Rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio da subparallelo ad angolato,Rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
142,it,morfo_st,142,"rilievi di bassa e alta montagna a media pendenza con drenaggio dendritico, subdendritico e parallelo","rilievi di bassa e alta montagna a media pendenza con drenaggio dendritico, subdendritico e parallelo",https://inspire.ec.europa.eu/registry/status/valid
143,it,morfo_st,143,spiagge attuali,spiagge attuali,https://inspire.ec.europa.eu/registry/status/valid
144,it,morfo_st,144,Rilievi di bassa montagna ad alta pendenza con drenaggio da subdendritico a subparallelo,Rilievi di bassa montagna ad alta pendenza con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
145,it,morfo_st,145,"Rilievi di bassa montagna e alta collina, scoscesi con drenaggio da subparallelo ad angolato","Rilievi di bassa montagna e alta collina, scoscesi con drenaggio da subparallelo ad angolato",https://inspire.ec.europa.eu/registry/status/valid
146,it,morfo_st,146,"piana alluvionale con incisioni fluviali a canali intrecciati, dossi e conoidi","piana alluvionale con incisioni fluviali a canali intrecciati, dossi e conoidi",https://inspire.ec.europa.eu/registry/status/valid
147,it,morfo_st,147,piana alluvionale con drenaggio da intrecciato a meandriforme,piana alluvionale con drenaggio da intrecciato a meandriforme,https://inspire.ec.europa.eu/registry/status/valid
148,it,morfo_st,148,piana alluvionale a valle della linea delle risorgive con drenaggio rettificato con dossi e incisioni fluviali,piana alluvionale a valle della linea delle risorgive con drenaggio rettificato con dossi e incisioni fluviali,https://inspire.ec.europa.eu/registry/status/valid
149,it,morfo_st,149,colline moreniche,colline moreniche,https://inspire.ec.europa.eu/registry/status/valid
15,it,morfo_st,15,Versanti strutturali dei rilievi terrigeni medio-appenninici di bassa e alta montagna a pendenza media e alta e drenaggio subparallelo,Versanti strutturali dei rilievi terrigeni medio-appenninici di bassa e alta montagna a pendenza media e alta e drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
150,it,morfo_st,150,bassa collina a pendenza media con drenaggio da subparallelo ad angolato,bassa collina a pendenza media con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
151,it,morfo_st,151,"rilievi di media e alta collina a media e alta pendenza, a drenaggio angolato, con tracce di glacializzazione","rilievi di media e alta collina a media e alta pendenza, a drenaggio angolato, con tracce di glacializzazione",https://inspire.ec.europa.eu/registry/status/valid
152,it,morfo_st,152,bassa e media collina a pendenza media con drenaggio da subdendritico a subparallelo,bassa e media collina a pendenza media con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
153,it,morfo_st,153,rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio radiale e morfologia glaciale,rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio radiale e morfologia glaciale,https://inspire.ec.europa.eu/registry/status/valid
154,it,morfo_st,154,fondovalle alluvionale con conoidi e falde di detrito a media pendenza e media e alta quota,fondovalle alluvionale con conoidi e falde di detrito a media pendenza e media e alta quota,https://inspire.ec.europa.eu/registry/status/valid
155,it,morfo_st,155,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con fenomeni carsici,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con fenomeni carsici,https://inspire.ec.europa.eu/registry/status/valid
156,it,morfo_st,156,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio subdendritico,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
157,it,morfo_st,157,rilievi di alta collina e bassa montagna ad alta pendenza e scoscesi con tracce di glacializzazione e fenomeni carsici,rilievi di alta collina e bassa montagna ad alta pendenza e scoscesi con tracce di glacializzazione e fenomeni carsici,https://inspire.ec.europa.eu/registry/status/valid
158,it,morfo_st,158,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con evidenti tracce di glacializzazione e drenaggio angolato,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con evidenti tracce di glacializzazione e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
159,it,morfo_st,159,fondovalle alluvionale con conoidi e falde di detrito a bassa e media  pendenza e media quota,fondovalle alluvionale con conoidi e falde di detrito a bassa e media  pendenza e media quota,https://inspire.ec.europa.eu/registry/status/valid
16,it,morfo_st,16,colline e altopiani carsificati con drenaggio a doline,colline e altopiani carsificati con drenaggio a doline,https://inspire.ec.europa.eu/registry/status/valid
160,it,morfo_st,160,"alta collina e bassa montagna con forme di aggradazione (terrazzi, conoidi) a alta pendenza con drenaggio parallelo","alta collina e bassa montagna con forme di aggradazione (terrazzi, conoidi) a alta pendenza con drenaggio parallelo",https://inspire.ec.europa.eu/registry/status/valid
161,it,morfo_st,161,"rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio angolato, evidenti tracce di glacializzazione e fenomeni carsici","rilievi di alta montagna ad alta pendenza e scoscesi con drenaggio angolato, evidenti tracce di glacializzazione e fenomeni carsici",https://inspire.ec.europa.eu/registry/status/valid
162,it,morfo_st,162,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio subparallelo,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
163,it,morfo_st,163,rilievi di media e alta collina a media e alta pendenza con drenaggio subparallelo,rilievi di media e alta collina a media e alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
164,it,morfo_st,164,rilievi e altopiani di bassa e alta montagna da media ad alta pendenza con drenaggio da subparallelo ad angolato,rilievi e altopiani di bassa e alta montagna da media ad alta pendenza con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
165,it,morfo_st,165,rilievi di bassa e alta montagna ad alta pendenza  con drenaggio da subdendritico a subparallelo,rilievi di bassa e alta montagna ad alta pendenza  con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
166,it,morfo_st,166,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio subdendritico,rilievi di bassa e alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
167,it,morfo_st,167,piana alluvionale parzialmente incisa nella pianura e con alvei drenanti con drenaggio a canali anastomizzati e meandriforme,piana alluvionale parzialmente incisa nella pianura e con alvei drenanti con drenaggio a canali anastomizzati e meandriforme,https://inspire.ec.europa.eu/registry/status/valid
168,it,morfo_st,168,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio angolato,rilievi di alta collina e bassa montagna ad alta pendenza con drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
169,it,morfo_st,169,altopiani di media quota con drenaggio subparallelo,altopiani di media quota con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
17,it,morfo_st,17,colline e ripiani carsificati a bassa e media pendenza con drenaggio a doline,colline e ripiani carsificati a bassa e media pendenza con drenaggio a doline,https://inspire.ec.europa.eu/registry/status/valid
170,it,morfo_st,170,terrazzi strutturali,terrazzi strutturali,https://inspire.ec.europa.eu/registry/status/valid
171,it,morfo_st,171,terrazzi marini,terrazzi marini,https://inspire.ec.europa.eu/registry/status/valid
172,it,morfo_st,172,altopiani di bassa montagna da bassa a media pendenza con forme carsiche e drenaggio disordinato,altopiani di bassa montagna da bassa a media pendenza con forme carsiche e drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
173,it,morfo_st,173,rilievi di media e alta collina carsificati a bassa e media pendenza,rilievi di media e alta collina carsificati a bassa e media pendenza,https://inspire.ec.europa.eu/registry/status/valid
174,it,morfo_st,174,rilievi di alta collina e bassa montagna a media e alta pendenza carsificati con drenaggio a doline,rilievi di alta collina e bassa montagna a media e alta pendenza carsificati con drenaggio a doline,https://inspire.ec.europa.eu/registry/status/valid
175,it,morfo_st,175,conoidi e falde di detrito a media pendenza e media quota,conoidi e falde di detrito a media pendenza e media quota,https://inspire.ec.europa.eu/registry/status/valid
176,it,morfo_st,176,piana costiera e cordoni dunali,piana costiera e cordoni dunali,https://inspire.ec.europa.eu/registry/status/valid
177,it,morfo_st,177,rilievi di bassa montagna a media  pendenza con drenaggio dendritico,rilievi di bassa montagna a media  pendenza con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
178,it,morfo_st,178,piana alluvionale,piana alluvionale,https://inspire.ec.europa.eu/registry/status/valid
179,it,morfo_st,179,rilievi di bassa  montagna a media e alta pendenza con drenaggio da subparallelo ad angolato,rilievi di bassa  montagna a media e alta pendenza con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
18,it,morfo_st,18,conche di riempimento complesso (carsico e alluvio-colluviale),conche di riempimento complesso (carsico e alluvio-colluviale),https://inspire.ec.europa.eu/registry/status/valid
180,it,morfo_st,180,rilievi di alta collina a media pendenza con drenaggio contorto,rilievi di alta collina a media pendenza con drenaggio contorto,https://inspire.ec.europa.eu/registry/status/valid
181,it,morfo_st,181,rilievi di alta collina a media e alta pendenza con drenaggio subparallelo,rilievi di alta collina a media e alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
182,it,morfo_st,182,rilievi di bassa collina a pendenza bassa e media con drenaggio dendritico,rilievi di bassa collina a pendenza bassa e media con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
183,it,morfo_st,183,bassa collina a pendenza media e alta con drenaggio da subparallelo ad angolato,bassa collina a pendenza media e alta con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
184,it,morfo_st,184,bassa  collina a pendenza media con drenaggio da subdendritico a subparallelo,bassa  collina a pendenza media con drenaggio da subdendritico a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
185,it,morfo_st,185,rilievi di media collina a media pendenza con drenaggio  subparallelo,rilievi di media collina a media pendenza con drenaggio  subparallelo,https://inspire.ec.europa.eu/registry/status/valid
186,it,morfo_st,186,rilievi di alta collina ad alta pendenza con drenaggio subparallelo,rilievi di alta collina ad alta pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
187,it,morfo_st,187,depressioni strutturali in settori di convergenza di versanti montani,depressioni strutturali in settori di convergenza di versanti montani,https://inspire.ec.europa.eu/registry/status/valid
188,it,morfo_st,188,rilievi di bassa montagna ad alta pendenza con drenaggio da subparallelo ad angolato,rilievi di bassa montagna ad alta pendenza con drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
189,it,morfo_st,189,piana alluvionale incisa con conoidi fluvioglaciali,piana alluvionale incisa con conoidi fluvioglaciali,https://inspire.ec.europa.eu/registry/status/valid
19,it,morfo_st,19,"conche di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale)","conche di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale)",https://inspire.ec.europa.eu/registry/status/valid
190,it,morfo_st,190,apparati deltizi e forme di deposito marino con alvei pensili e drenaggio da rettilineo a meandriforme,apparati deltizi e forme di deposito marino con alvei pensili e drenaggio da rettilineo a meandriforme,https://inspire.ec.europa.eu/registry/status/valid
191,it,morfo_st,191,conoidi fluviali a debole convessità con drenaggio a canali anastomizzati e meandriforme,conoidi fluviali a debole convessità con drenaggio a canali anastomizzati e meandriforme,https://inspire.ec.europa.eu/registry/status/valid
192,it,morfo_st,192,rilievi di alta montagna a alta pendenza e scoscesi con forme carsiche,rilievi di alta montagna a alta pendenza e scoscesi con forme carsiche,https://inspire.ec.europa.eu/registry/status/valid
193,it,morfo_st,193,rilievi di media e alta collina con forme carsiche a media e alta pendenza con drenaggio disordinato,rilievi di media e alta collina con forme carsiche a media e alta pendenza con drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
194,it,morfo_st,194,ripiani e altopiani carsici di media quota ed aree di raccordo con altopiani di bassa montagna,ripiani e altopiani carsici di media quota ed aree di raccordo con altopiani di bassa montagna,https://inspire.ec.europa.eu/registry/status/valid
195,it,morfo_st,195,rilievi di bassa e alta montagna  ad alta pendenza con tracce di glacializzazione e drenaggio da angolato a subparallelo,rilievi di bassa e alta montagna  ad alta pendenza con tracce di glacializzazione e drenaggio da angolato a subparallelo,https://inspire.ec.europa.eu/registry/status/valid
196,it,morfo_st,196,rilievi di alta montagna  ad alta pendenza e scoscesi con drenaggio subparallelo,rilievi di alta montagna  ad alta pendenza e scoscesi con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
197,it,morfo_st,197,rilievi di alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio angolato,rilievi di alta montagna ad alta pendenza e scoscesi con tracce di glacializzazione e drenaggio angolato,https://inspire.ec.europa.eu/registry/status/valid
198,it,morfo_st,198,rilievi di bassa e alta montagna  ad alta pendenza e scoscesi con drenaggio poco organizzato e angolato,rilievi di bassa e alta montagna  ad alta pendenza e scoscesi con drenaggio poco organizzato e angolato,https://inspire.ec.europa.eu/registry/status/valid
199,it,morfo_st,199,rilievi di bassa e alta montagna ad alta pendenza con forme carsiche e drenaggio subparallelo,rilievi di bassa e alta montagna ad alta pendenza con forme carsiche e drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
2,it,morfo_st,2,altopiani e bassa montagna a debole pendenza con drenaggio subdendritico,altopiani e bassa montagna a debole pendenza con drenaggio subdendritico,https://inspire.ec.europa.eu/registry/status/valid
20,it,morfo_st,20,"conche montane di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale)","conche montane di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale)",https://inspire.ec.europa.eu/registry/status/valid
200,it,morfo_st,200,"piana fluvio-glaciale con conoidi, falde di detrito e depositi di frana","piana fluvio-glaciale con conoidi, falde di detrito e depositi di frana",https://inspire.ec.europa.eu/registry/status/valid
201,it,morfo_st,201,rilievi di media e alta collina a pendenza media con drenaggio subparallelo,rilievi di media e alta collina a pendenza media con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
202,it,morfo_st,202,altopiani di alta quota con drenaggio subparallelo,altopiani di alta quota con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
203,it,morfo_st,203,conche di riempimento (alluvio-colluviale),conche di riempimento (alluvio-colluviale),https://inspire.ec.europa.eu/registry/status/valid
204,it,morfo_st,204,conoidi e falde di detrito a bassa pendenza e bassa quota,conoidi e falde di detrito a bassa pendenza e bassa quota,https://inspire.ec.europa.eu/registry/status/valid
205,it,morfo_st,205,superfici subpianeggianti a bassa pendenza con reticolo idrografico subparallelo,superfici subpianeggianti a bassa pendenza con reticolo idrografico subparallelo,https://inspire.ec.europa.eu/registry/status/valid
206,it,morfo_st,206,superfici strutturali sostenute da depositi vulcanici con sommità tabulari e dorsali allungate con reticolo idrografico dendritico e incisioni a forra,superfici strutturali sostenute da depositi vulcanici con sommità tabulari e dorsali allungate con reticolo idrografico dendritico e incisioni a forra,https://inspire.ec.europa.eu/registry/status/valid
207,it,morfo_st,207,"caldera e versanti di apparati vulcanici a bassa e media pendenza e media quota, a drenaggio centrifugo e centripeto","caldera e versanti di apparati vulcanici a bassa e media pendenza e media quota, a drenaggio centrifugo e centripeto",https://inspire.ec.europa.eu/registry/status/valid
208,it,morfo_st,208,versanti di apparato vulcanico e caldere a pendenza da media ad alta con reticolo idrografico rispettivamente centrifugo e centripeto,versanti di apparato vulcanico e caldere a pendenza da media ad alta con reticolo idrografico rispettivamente centrifugo e centripeto,https://inspire.ec.europa.eu/registry/status/valid
209,it,morfo_st,209,versanti a media pendenza di caldere vulcaniche coalescenti,versanti a media pendenza di caldere vulcaniche coalescenti,https://inspire.ec.europa.eu/registry/status/valid
21,it,morfo_st,21,"piana alluvionale con conoidi, falde di detrito e depositi di frana","piana alluvionale con conoidi, falde di detrito e depositi di frana",https://inspire.ec.europa.eu/registry/status/valid
210,it,morfo_st,210,versanti irregolari a media e alta pendenza delle isole,versanti irregolari a media e alta pendenza delle isole,https://inspire.ec.europa.eu/registry/status/valid
211,it,morfo_st,211,aree pianeggianti e depresse lagunari costiere,aree pianeggianti e depresse lagunari costiere,https://inspire.ec.europa.eu/registry/status/valid
212,it,morfo_st,212,terrazzi e ripiani di bassa quota a debole pendenza con drenaggio subparallelo,terrazzi e ripiani di bassa quota a debole pendenza con drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
213,it,morfo_st,213,colline costiere a bassa e media quota con versanti a bassa pendenza e drenaggio subparallelo,colline costiere a bassa e media quota con versanti a bassa pendenza e drenaggio subparallelo,https://inspire.ec.europa.eu/registry/status/valid
214,it,morfo_st,214,rilievi di bassa e media collina a pendenza media con drenaggio dendritico,rilievi di bassa e media collina a pendenza media con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
215,it,morfo_st,215,rilievi di bassa e media collina a pendenza media e alta con drenaggio angolare,rilievi di bassa e media collina a pendenza media e alta con drenaggio angolare,https://inspire.ec.europa.eu/registry/status/valid
216,it,morfo_st,216,Rilievi di bassa montagna ad alta pendenza e scoscesi con drenaggio da subdendritico ad angolato,Rilievi di bassa montagna ad alta pendenza e scoscesi con drenaggio da subdendritico ad angolato,https://inspire.ec.europa.eu/registry/status/valid
217,it,morfo_st,217,Rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio da angolato a disordinato,Rilievi di alta collina e bassa montagna a media e alta pendenza con drenaggio da angolato a disordinato,https://inspire.ec.europa.eu/registry/status/valid
218,it,morfo_st,218,Rilievi di bassa montagna ad alta pendenza con tracce di glacializzazione e drenaggio disordinato,Rilievi di bassa montagna ad alta pendenza con tracce di glacializzazione e drenaggio disordinato,https://inspire.ec.europa.eu/registry/status/valid
219,it,morfo_st,219,"conche di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale) a drenaggio artificiale","conche di riempimento complesso (carsico, fluvio-lacustre ed alluvio-colluviale) a drenaggio artificiale",https://inspire.ec.europa.eu/registry/status/valid
22,it,morfo_st,22,edifici vulcanici isolati a media e alta pendenza,edifici vulcanici isolati a media e alta pendenza,https://inspire.ec.europa.eu/registry/status/valid
220,it,morfo_st,220,rilievi di media e alta collina a pendenza media e bassa montagna a pendenza media con drenaggio dendritico,rilievi di media e alta collina a pendenza media e bassa montagna a pendenza media con drenaggio dendritico,https://inspire.ec.europa.eu/registry/status/valid
221,it,morfo_st,221,Rilievi di bassa montagna ad alta pendenza con drenaggio contorto,Rilievi di bassa montagna ad alta pendenza con drenaggio contorto,https://inspire.ec.europa.eu/registry/status/valid
222,it,morfo_st,222,"rilievi di bassa e alta montagna a media ed alta pendenza, con drenaggio subparallelo e angolato","rilievi di bassa e alta montagna a media ed alta pendenza, con drenaggio subparallelo e angolato",https://inspire.ec.europa.eu/registry/status/valid
223,it,morfo_st,223,Rilievi di alta montagna ad alta pendenza con tracce di glacializzazione e drenaggio da subparallelo ad angolato,Rilievi di alta montagna ad alta pendenza con tracce di glacializzazione e drenaggio da subparallelo ad angolato,https://inspire.ec.europa.eu/registry/status/valid
